path,ext,width_px,height_px,feature,sha1
icon_keys_return@2x.png,.png,48,48,keyboard,65d1beb7cfe298f6417d4b32af39f0666c3656c3
icon_keys_return@3x.png,.png,72,72,keyboard,8a6005e97a2b1c3804cceb9346116cf8ec9432ef
icon_keys_switch_en@2x.png,.png,48,48,keyboard,16e6f08b1f8f4be3697a4edb78440ac40a11001f
icon_keys_switch_en@3x.png,.png,72,72,keyboard,15b33e2328d95a27d9db0b09ccd25a8472a9589b
icon_keys_switch_en_shuangpin@2x.png,.png,48,48,keyboard,b5114af39016f825d1044637c461b6450a5b1278
icon_keys_switch_en_shuangpin@3x.png,.png,72,72,keyboard,e653b0691750616a991bd7d803498f2ffcc05430
icon_keys_switch_en_shuangpin_dark@2x.png,.png,48,48,keyboard,8e05e388256c131344e0038dafb5ed6652871507
icon_keys_switch_en_shuangpin_dark@3x.png,.png,72,72,keyboard,6639fdb8ca08aa0dba66f558a6b5a5f194f617cb
icon_keys_switch_en_wubi@2x.png,.png,48,48,keyboard,7dfc4ce38d15f31a2ab292ac3ed4cdd3e7e0e17d
icon_keys_switch_en_wubi@3x.png,.png,72,72,keyboard,8a9a9570e01800ccd2df2ab77008e72abcaa8c1c
icon_keys_switch_en_wubi_dark@2x.png,.png,48,48,keyboard,d8d0630d303f5eeb1b315209a573f988dadbbd51
icon_keys_switch_en_wubi_dark@3x.png,.png,72,72,keyboard,174c23dad948f5904cf3ee5cdb95f7ba33fd3533
icon_keys_switch_middle@2x.png,.png,48,48,keyboard,d7384025b0b786488e73cb11094e8723fdbc056b
icon_keys_switch_middle@3x.png,.png,72,72,keyboard,46ab00f40fee58b9d042f21009924175ebb27b2c
icon_keys_switch_zh@2x.png,.png,48,48,keyboard,30f94ee72288b5d57a6d14a81dcdf4932890149c
icon_keys_switch_zh@3x.png,.png,72,72,keyboard,6af8bf5a4307638c29f4070e4831bef7c4570661
icon_keys_switch_zh_dark@2x.png,.png,48,48,keyboard,77d2844d47299327a8be81a557421a85539d30fb
icon_keys_switch_zh_dark@3x.png,.png,72,72,keyboard,69e5f929eb45b7f28a560ce9cd4a27003bf948d5
icon_keys_switch_zh_shuangpin@2x.png,.png,48,48,keyboard,da7bc375f08d5f2493aa195b240029180b045927
icon_keys_switch_zh_shuangpin@3x.png,.png,72,72,keyboard,a094acf95666e71491108bd24419af0fe8371872
icon_keys_switch_zh_shuangpin_dark@2x.png,.png,48,48,keyboard,8cc82f6ddc10290da4e5bf2c1e2e8fc636e25828
icon_keys_switch_zh_shuangpin_dark@3x.png,.png,72,72,keyboard,38cbe87536be5c88887da2c8f0849c43eca7c3c1
icon_keys_switch_zh_wubi@2x.png,.png,48,48,keyboard,7bba33efff5550ff80e980f5f8cef3a8da491ec5
icon_keys_switch_zh_wubi@3x.png,.png,72,72,keyboard,bfb74b3464e9f9662e323a13a6f2df717a497ded
icon_keys_switch_zh_wubi_dark@2x.png,.png,48,48,keyboard,11a07fe360bf011b273ac5ffbee56c32ab5f3381
icon_keys_switch_zh_wubi_dark@3x.png,.png,72,72,keyboard,bac5248227f362c44d29d6a0c052cfa0fcaebeb1
icon_keys_voice@2x.png,.png,56,56,voice,707ca8b15c7214716ab454609aa880fb6e6087c5
icon_keys_voice@3x.png,.png,84,84,voice,9773bada5c9393bf4939cba98d8d5d3e0d7abddb
icon_keys_xie_pin@2x.png,.png,48,48,keyboard,f2c5de11d0c41674679fb834686b38b051168903
icon_keys_xie_pin@3x.png,.png,72,72,keyboard,ba289a7dfd7339016530b010902b2f2a834c10c3
icon_keys_xie_pin_dark@2x.png,.png,48,48,keyboard,234ce2cc0fb0686abc699e212833c8eb9f3e9b5e
icon_keys_xie_pin_dark@3x.png,.png,72,72,keyboard,eb985cfef93f4662798221c7b2100b8c8c5aeeaf
icon_keys_ying_bi@2x.png,.png,48,48,keyboard,680bf781868110b249de6e2e31db419d17b6193e
icon_keys_ying_bi@3x.png,.png,72,72,keyboard,9cca0fe99f9d50f80569d1ff570995728d05b4ab
icon_keys_ying_bi_dark@2x.png,.png,48,48,keyboard,0ea112af4912a5e58b24f1402a8b7677cc33ab18
icon_keys_ying_bi_dark@3x.png,.png,72,72,keyboard,5bed5f09ba0b2c2c6367c92b05d583c8a0901950
icon_keys_ying_xie@2x.png,.png,48,48,keyboard,2f774f785769d7bda9243a3c1b0808c8c4d4f1d6
icon_keys_ying_xie@3x.png,.png,72,72,keyboard,67704a0474f94a1e1a75d85c8028ac0d17b4184a
icon_keys_ying_xie_dark@2x.png,.png,48,48,keyboard,06d6841becd5e07de56e617b79873b1ee809634b
icon_keys_ying_xie_dark@3x.png,.png,72,72,keyboard,748f8c177323b96e6b159dcf1cb3e1ef032d90be
icon_list_add@2x.png,.png,40,40,,f29867ccb187855118c964a916779f9475547856
icon_list_add@3x.png,.png,60,60,,67de10ed066d8a88297d68e9bf7249e5a18d7c77
icon_list_arrow@2x.png,.png,20,30,,31a5ee93aeec7eb85e237350a00e8ea53a4879cb
icon_list_arrow@3x.png,.png,30,45,,ec9474d36e56b7d9233a2c22326cf919197279cf
icon_list_choose_words@2x.png,.png,40,40,,741c4f6d97a672e78bd7f6d428516c21fc60c05e
icon_list_choose_words@3x.png,.png,60,60,,c1eb92e8f1dc7639f7f9ed7a6c24d5d8da6ba3e1
icon_list_delete@2x.png,.png,40,40,,921cb94a0b18b57b999aa1dd1f089c960ef6b63e
icon_list_delete@3x.png,.png,60,60,,b79335b2c5e75a6dd1ea2d891db63f5408a9d575
icon_list_edit@2x.png,.png,40,40,,158ee813ef7c9d9f470e3fcc4ad7007979da8294
icon_list_edit@3x.png,.png,60,60,,7222df36eb9e6e546904a9b58ef336dbb118afce
icon_list_more@2x.png,.png,40,40,,1228e4d5ba1e18fd1d613a20ade4478491664111
icon_list_more@3x.png,.png,60,60,,3c20012c45554c2d29c73a761d251d7f56d0e7e0
icon_list_notop@2x.png,.png,40,40,,cb4194d3a049fed3a41f0e52390c9cb8f7ef418b
icon_list_notop@3x.png,.png,60,60,,bbf47aaa85fae699adad145fd414aa19636b5110
icon_list_top@2x.png,.png,40,40,,39aa85aac6a7985aaf7231321c1e410b6c46e452
icon_list_top@3x.png,.png,60,60,,2798a0df73572f20b7dee73d79c760acaace4f04
icon_logo@2x.png,.png,52,52,,e5a59fd120b40349320fdf1a7cb1db9ad1ddad00
icon_logo@3x.png,.png,78,78,,1795fec75f8e18142ce54aa165d8df0879cddaed
icon_longpress_setting@2x.png,.png,48,48,,89554da96220eb2e3caa18ff4b554ae1a783d704
icon_longpress_t26_123@2x.png,.png,48,48,,8f2829a6c65a6a9548df15eaff56113f6d37dd1a
icon_longpress_t26_123@3x.png,.png,72,72,,bb3502461611188b911ad540bd4019a9a7bc8d33
icon_longpress_t9_123@2x.png,.png,48,48,,1dff67bbd7b0daf87b427fcc1fcbc5b234649b1d
icon_longpress_t9_123@3x.png,.png,72,72,,684bb7d7865bec0a0d1e3b5bc46b3581389c2131
icon_longpress_write@2x.png,.png,48,48,handwriting,c55410fb09ffe11f810053e91516bb48b8e8b6e9
icon_longpress_write@3x.png,.png,72,72,handwriting,46149059a5bfca1894a063287d8efeaca9a77e79
icon_menu_copy@2x.png,.png,48,48,,0484c6eb8d239172eadb1247b4099f14d3c7d178
icon_menu_copy@3x.png,.png,72,72,,4e28264352812ee05e98825b3045657b01874267
icon_menu_paste@2x.png,.png,48,48,,9202096429d5f73da2f2104779194f9d6fe6a5a7
icon_menu_paste@3x.png,.png,72,72,,01e43d1e351817a38338c7196a958b620a027b8d
icon_menu_picture@2x.png,.png,48,48,,d78089f781171fea7cf2e8d1d5fa2e02f5c745f9
icon_menu_picture@3x.png,.png,72,72,,2aafd48737b50d24012bcec8d4bb810e4dbe1472
icon_menu_picture_add@2x.png,.png,48,48,,2592ce5d5769e29f59570ff6bd17c8d4fcf8177e
icon_menu_picture_add@3x.png,.png,72,72,,8b703b9b9f48fbcea94c42eda7f966e698fd829f
icon_menu_sending@2x.png,.png,48,48,,9124bd544871e78c94a1e6620a869bc3f768957d
icon_menu_sending@3x.png,.png,72,72,,738b9e94fe51fcf80df1b7973f0bd0296d455887
icon_move@2x.png,.png,80,80,,16135e4c988a7e4f897a8b5af490bbddefd7202a
icon_move@3x.png,.png,120,120,,43bdf1da99de07248f7091be9c3066749d193294
icon_network_setting_jump@2x.png,.png,17,24,,85106b97c8b0516cbcd9ca6b27e39aec87bc493f
icon_network_setting_jump@3x.png,.png,25,36,,c75ccc6d040529cbc0f3620cadef4ccc2e377aa6
icon_pause@2x.png,.png,30,30,,50f24e31b3233d8b4fea637279f422c5f5dbba7b
icon_pause@3x.png,.png,45,45,,0a4f57d3a8643c82553ab46afaeb460b75701712
icon_picture_logo@2x.png,.png,168,32,,c2589b845aaf636c668756f945af46a2d671c4bb
icon_picture_logo@3x.png,.png,252,48,,2b116c36bb75f6ecc9661bb5e05383d40f4e9445
icon_play@2x.png,.png,30,30,,d3e7a3fdff0e262409aa0b17fdf2a0b7358e683a
icon_play@3x.png,.png,45,45,,8ceeae02c85eb35c247d259f5fbcbfa7085b6231
icon_plus_ci@2x.png,.png,72,72,,02030d4affcb8092bf886c60ce89275f62a16ff3
icon_plus_ci@3x.png,.png,108,108,,4a0ba14002bb75ae173d852226bd79762a208475
icon_plus_ci_dark@2x.png,.png,72,72,,583e02ad2ea89cd0db24bd9c4f1c7bee6b515cfe
icon_plus_ci_dark@3x.png,.png,108,108,,593f15eb1522b776b3a049f96f0820f17e41b86b
icon_plus_complete@2x.png,.png,64,64,,689db2a0eb057b4d8be1d2a0a5cc9e28a41145ae
icon_plus_complete@3x.png,.png,96,96,,ff08889470f5a9a209373dc26bafc7cd3c66c40c
icon_plus_correct@2x.png,.png,72,72,correction,0002affcb27137e1b8927d4c09fdb54dab5e9d9c
icon_plus_correct@3x.png,.png,108,108,correction,55a8eb16a98fc9b902df75e8ad7aa8290a9fda7e
icon_plus_dark@2x.png,.png,32,32,,1a20a0930be1a18bdc1d001df972f330bd6c534a
icon_plus_dark@3x.png,.png,48,48,,cf51cbfca90e884b1f03545ea7784a2386f2971f
icon_plus_emoji@2x.png,.png,72,72,emoji,22f5ddaabf0d0c187c9e0b6a74bb85b8b29ca302
icon_plus_emoji@3x.png,.png,108,108,emoji,50db7065c68b2d452f4b67cf2049de41be2af4d9
icon_plus_logo@2x.png,.png,64,64,,5eff5d4f860b5a06de09c21806aeeb3661b1911d
icon_plus_logo@3x.png,.png,96,96,,d3bf01fc7e1a07d56a2c3f52d23f47a52244dd3d
icon_plus_quicksend@2x.png,.png,72,72,transfer,90279a324f85609b61fb641f6d52e23b9ca9b307
icon_plus_quicksend@3x.png,.png,108,108,transfer,5da60086094588db62da042528ab89b1939d5a3a
icon_popup_chinese@2x.png,.png,44,44,,b61770b6336f44d73581f0e1f3b10d9197322c79
icon_popup_chinese@3x.png,.png,66,66,,041f0d9bd2907b0d9da7fea70d55494d55f5ff03
icon_popup_english@2x.png,.png,44,44,,a8053a461e40f3e5b5708211f39e98132777731e
icon_popup_english@3x.png,.png,66,66,,1476964c1c103c3a7d90d4402089dfad319ca8c0
icon_popup_findwords@2x.png,.png,44,44,,d16794cc224f5691cf452191c63df898ade8ad7c
icon_popup_findwords@3x.png,.png,66,66,,7414320d457e5b2f8c11a82bc05488145d378dcb
icon_popup_fivestrokes@2x.png,.png,44,44,,bee334e54fed6ac04f29b08fbd6dce757e51feb4
icon_popup_fivestrokes@3x.png,.png,66,66,,24d2e97cab3bfec7dbff880ce6e453131a86398a
icon_popup_handwriting@2x.png,.png,44,44,handwriting,fc8c2e5f96d85a83874b3c5faa29538693b492de
icon_popup_handwriting@3x.png,.png,66,66,handwriting,ec3c81f614bc9a1fcd18b81ce91f648ad4bc69e4
icon_popup_pin@2x.png,.png,44,44,,2e722c6352e7acf1524e4559f289245aef5feb8a
icon_popup_pin@3x.png,.png,66,66,,2a283a9dfecc7cbae08ead00770c1cb5dc800ce8
icon_popup_setting@2x.png,.png,44,44,,59e63b37f6743d4974a47050b4e9bff5bd359543
icon_popup_setting@3x.png,.png,66,66,,58b59625b4e24a053f6b28229d6c1dd823e4148f
icon_popup_shuangpin@2x.png,.png,44,44,,716cbaa8b635153d21da3ecfb9ba7bc1f4a5ef5f
icon_popup_shuangpin@3x.png,.png,66,66,,6da5dcff5d8f8e99f2e9f4a4f03dd70ad1495b22
icon_popup_stroke@2x.png,.png,44,44,,5981b279b45efebb9d482676cbbbc09dfc82f64a
icon_popup_stroke@3x.png,.png,66,66,,2636025026b6b371adcc556000aeba7af2728ac1
icon_popup_t26@2x.png,.png,44,44,,f85cb911d7b7858eb04a3c45b4cfaf1ec4933921
icon_popup_t26@3x.png,.png,66,66,,b4cc40ee0723c9b22338b69e938ee518328ff982
icon_popup_t9@2x.png,.png,44,44,,345f85efb1c6da4e897bea0d4b8a1a9c67251f42
icon_popup_t9@3x.png,.png,66,66,,c8b3e16bfaf48c8726b7ecab7f235bfad74454eb
icon_press_arrow@2x.png,.png,24,40,,9c7dd7c3d45fbdc953ab3b61f6412c02ddfc36c8
icon_press_arrow@3x.png,.png,36,60,,f2eb48b8f2fd0935e3ec1e11b35ec3d983c13267
icon_rec_moji_0.png,.png,108,108,,5bb4b736759c25516f0ff0e9f4bfb987306c00bf
icon_rec_moji_0_dark.png,.png,108,108,,678f161fd8d9922adc5f3253a05f5d5301076331
icon_rec_moji_1.png,.png,108,108,,44fc670662313804fa255a6a8dc828b5847cf32b
icon_rec_moji_1_dark.png,.png,108,108,,d490e8466d004b7791ef5c2fba0f1f7f76661d6a
icon_rec_moji_2.png,.png,108,108,,247f275a77fb24cc138475f91b99d7ccf63cf724
icon_rec_moji_2_dark.png,.png,108,108,,a4a2d6ebdcb762b0939e0dd3dcab0a64445ca877
icon_rec_moji_3.png,.png,108,108,,81219f2b920ef1b135685e20a175c481a4140e30
icon_rec_moji_3_dark.png,.png,108,108,,ef9de12bdd97fec5264cc7a01a5040b045a845aa
icon_rec_moji_4.png,.png,108,108,,9a48998c3c91a96ffc8306c112132d53766f6afd
icon_rec_moji_4_dark.png,.png,108,108,,af5219f146cfc143dfc7f3377f556ca4f7b3b8e3
icon_rec_moji_5.png,.png,108,108,,f6b34d86ec441f2bce87164dd4bc14502d8a08c2
icon_rec_moji_5_dark.png,.png,108,108,,fa0f197c29c4e47e26bd6e9dbbcf4112e07ed8ea
icon_rec_moji_colourful.png,.png,108,108,,4bcf01912c5ba840345924fd76fd249b0a03e8d4
icon_rec_moji_colourful_dark.png,.png,108,108,,6565ac72204f2cde4e9bd34ea4d65b914ea5fb8e
icon_rec_moji_dragon_year.png,.png,108,108,,bf19d4a12b40705e8673aed0f21265bd92af568e
icon_rec_moji_dragon_year_dark.png,.png,108,108,,2ee6f1ee04d07bad3934fb3020781a77ec189055
icon_rec_moji_snake_year.png,.png,108,108,,1da07da81a3a6b0971a28f727fc074e704a461e5
icon_rec_moji_snake_year_dark.png,.png,108,108,,b791670699e0dccc4c7e6f23264985249bc86e69
icon_remark_translate@2x.png,.png,40,40,translate,444bde09c2dcd485a6fb3416c684f586e0d506ed
icon_remark_translate@3x.png,.png,60,60,translate,7f25dc03fb02a979e394b6a453eaef1643391887
icon_rewrite_empty_view@2x.png,.png,104,104,ai,0eebb93275add0ca369b4fbd1a635a17724e4bcb
icon_rewrite_empty_view@3x.png,.png,156,156,ai,d13806ec1e64c9402a7a197a424990362c568fbf
icon_rewrite_page@3x.png,.png,156,156,ai,68a4c7d6f6da418b393335fc1eeca713104202fa
icon_setting_plus_logo@2x.png,.png,56,56,,ea1f750d92538ec7e57dee7ae109537842d8a7bc
icon_setting_plus_logo@3x.png,.png,84,84,,a855167094358f36a8a25aca98f04fae6c8a8e25
icon_setting_plus_logo_dark@2x.png,.png,56,56,,87cff57283b61bb30a37ad5e22168cfd99112b32
icon_setting_plus_logo_dark@3x.png,.png,84,84,,66913b89c156300f4cc3add7206d0050b0e2ae87
icon_setting_plus_logo_select@2x.png,.png,56,56,,b25ee55e85e8b564f7d0db7f0c6dc0acb3e347d3
icon_setting_plus_logo_select@3x.png,.png,84,84,,33f6c3c09b2149722e8ebcb0c6d5cce9d0ad9318
icon_setup_995_44@3x.png,.png,132,132,,d5942125d99197692ab0a40429c61bf5de1e4996
icon_setup_Clipboard_44@2x.png,.png,88,88,clipboard,681b2b393b952cb3f3b16c558deb794827491b2a
icon_setup_Clipboard_44@3x.png,.png,132,132,clipboard,230600d69bf9c62153eddbe52590bfa022699ded
icon_setup_ai_40@2x.png,.png,80,80,ai,459a77aeb6fecea9915c0a04df114198c39f3f19
icon_setup_ai_40@3x.png,.png,120,120,ai,8a0166ca87f4e4ee6db7484d407ba3b00f917285
icon_setup_ai_44@2x.png,.png,88,88,ai,2cef96efb1230239b5919a24beaeae5e3c4b2182
icon_setup_ai_44@3x.png,.png,132,132,ai,9088b78fa96bf8d92f10c7cbbbfbdd02a9bdc432
icon_setup_blurpinyin_40@2x.png,.png,80,80,,24f66f551deddf21eb1484eaf7f2a85205d9c8de
icon_setup_blurpinyin_40@3x.png,.png,120,120,,69c0a7cac5912afe3013d2212f0747d949e6335a
icon_setup_changyongyu_44@2x.png,.png,88,88,,3811fcc31f23e1e2aedc98c687eebc43d95a7392
icon_setup_changyongyu_44@3x.png,.png,132,132,,a4419f28b2c581d85ce9607ef4b93427b62d934b
icon_setup_clipboard_40@2x.png,.png,80,80,clipboard,8831d576930fb07890c828b90829752242390e2e
icon_setup_clipboard_40@3x.png,.png,120,120,clipboard,a56121de86c681135c2c2bad05983819d6821009
icon_setup_cloudcandidate@2x.png,.png,40,40,candidate,85a26bddaa6e675f39c3a33bd3f6c13164c38c8d
icon_setup_cloudcandidate@3x.png,.png,60,60,candidate,aec8383906d13773f0f1eff5d4ea860690150087
icon_setup_cloudcandidate_blue@2x.png,.png,40,40,candidate,5330207b784200602e547f30955de4dea34a8698
icon_setup_cloudcandidate_blue@3x.png,.png,60,60,candidate,87c13d0e471599849acad0e9474eea96ea5c694a
icon_setup_commonwords@2x.png,.png,72,72,,fbc1fdce3aad806e2696e2c352b289163864eb02
icon_setup_commonwords@3x.png,.png,108,108,,609a29503eb4cebfcd2e6bf9b188c0f9bb150fd7
icon_setup_computer_40@2x.png,.png,80,80,,965c717d929a9f2544e34bc3598d28a0ca6e65db
icon_setup_computer_40@3x.png,.png,120,120,,13cc10189340fa572bf30456ed7cdf46e87fd7ce
icon_setup_correct@2x.png,.png,72,72,correction,c2bb464ad637c237263984dec01d654efef7066d
icon_setup_correct@3x.png,.png,108,108,correction,641d959708d4915b3559290474c29a0c737e9958
icon_setup_correct_blue@2x.png,.png,40,40,correction,1260b4d12e59c870591c35c853b847f15430ff2e
icon_setup_correct_blue@3x.png,.png,60,60,correction,4f3db93d0e2305a4cf51c50991736427a91a6ac7
icon_setup_correction@2x.png,.png,72,72,correction,ea79c89d90029b26d862b2f8ea576f88012c93aa
icon_setup_correction@3x.png,.png,108,108,correction,5124a92a66e13775903f245eef6e5371470437d0
icon_setup_correction_40@2x.png,.png,80,80,correction,dcbf57b06f17b0f5a4a44fb0e8059a02bc5702ad
icon_setup_correction_40@3x.png,.png,120,120,correction,9cdccdcc2bf1c881e776ef1d24f0df11c3c6e646
icon_setup_correction_44@2x.png,.png,88,88,correction,309456c6595894824672e29f5e4fe8a6dc2d4c30
icon_setup_correction_44@3x.png,.png,132,132,correction,98db2ec0bb8f650125d20717c6f4b44349b3a77d
icon_setup_correction_check@2x.png,.png,72,72,correction,557ce6b4b2806891b8944d87341b11fb364f5164
icon_setup_correction_check@3x.png,.png,108,108,correction,1f55b4e12b3ffdd5bad32e972ea792f2c7c6e7a4
icon_setup_custom_sticker@2x.png,.png,89,88,emoji,701a19026201eca64bf61ce2ea8e27727216fad9
icon_setup_custom_sticker@3x.png,.png,133,132,emoji,478cdbb35209dc5625f4dd7434167f684b5fbea2
icon_setup_customize_40@2x.png,.png,80,80,,710540d75b49de09e4f2f58c1da34307af94839e
icon_setup_customize_40@3x.png,.png,120,120,,de945e42ad114d65526ed266497ba4dc38b0a590
icon_setup_debug_40@2x.png,.png,80,80,,ba464afb304a25413b58b6af04018a63bf0dc7de
icon_setup_debug_40@3x.png,.png,120,120,,0305e407e54176df32772fe4fe7ef8f13c1d97b3
icon_setup_drop_44@2x.png,.png,88,88,,764c03657d79cb58564ee26c16c55de806531018
icon_setup_drop_44@3x.png,.png,132,132,,98987d3b91d30638f4b69dd6263b057425c576ed
icon_setup_emoji@2x.png,.png,72,72,emoji,bf94ce6d552c8cd6f1950d92a8f47bca22300f2e
icon_setup_emoji@3x.png,.png,108,108,emoji,e301f1f01ce600267db51a5461160693cabbbfa9
icon_setup_emoji_40@2x.png,.png,80,80,emoji,61fe93eb48fdcd45680964c26d9e17d0bf24a8db
icon_setup_emoji_40@3x.png,.png,120,120,emoji,7c5c9f9be58068168a61802807ce71264a15a1d6
icon_setup_emoji_44@2x.png,.png,88,88,emoji,4825f5bc817678573a3091d29b481103239ac59a
icon_setup_emoji_44@3x.png,.png,132,132,emoji,796f8076dcd53424806afb72169844396bde69f0
icon_setup_experiment_40@2x.png,.png,80,80,,92d99c91a3d5b4ca77d43225c0ccdf05e081acbe
icon_setup_experiment_40@3x.png,.png,120,120,,bc211c9eadc70bfb19011ce131acef6383c06e7a
icon_setup_fan_40@2x.png,.png,80,80,,7a623dd3aa2e98341048d5d7483e3678e84a4e04
icon_setup_fan_40@3x.png,.png,120,120,,b52eca78fcefb2d500f10b3d54e3cc96941eabad
icon_setup_fan_44@2x.png,.png,88,88,,2a2d204f6558e0f093bce963a10b19a6d32b0654
icon_setup_fan_44@3x.png,.png,132,132,,9f8da853caad84a7bd4322ec900bbf05cbacc7f5
icon_setup_fivestrokes@2x.png,.png,72,72,,ae53794e7acc1cc0e8450cf78444d5ac0ccce7fa
icon_setup_fivestrokes@3x.png,.png,108,108,,364bca52f17415102b299cdda92670b0e99c046a
icon_setup_fivestrokes_40@2x.png,.png,80,80,,cc82a0e028d45362164c57262e9d10c214b2202d
icon_setup_fivestrokes_40@3x.png,.png,120,120,,441138f7ca699ed6bedf88e305c846a6e5504c90
icon_setup_font_40@2x.png,.png,80,80,,84e3e5d4e4a8111682e7d80e01e6c8291ffc1b39
icon_setup_font_40@3x.png,.png,120,120,,90c5393abf944766fcdf1a7da288459fb985feaa
icon_setup_font_44@2x.png,.png,88,88,,190f45eabec2d840b47eabf748f5cda53abb804c
icon_setup_font_44@3x.png,.png,132,132,,2f1d90cbf7c32d2eaaefd4e8c4d7fc78f054acb7
icon_setup_guide_correction@2x.png,.png,84,84,correction,af40570e65df2a853ecc585719acdbea50c365dd
icon_setup_guide_correction@3x.png,.png,126,126,correction,fe8880d4d4b096081a2db27bee86604b0c98d9a9
icon_setup_guide_feedback@2x.png,.png,84,84,,02f363e5584f90a7587d5bd3acb6084d09348330
icon_setup_guide_feedback@3x.png,.png,126,126,,084b8cc7b9c63903886c8eda356f5a195a6fa676
icon_setup_guide_gif-1@2x.png,.png,84,84,,900ae4587dc2509f8593ba5bc3e5fc1d0a3a4faf
icon_setup_guide_gif-1@3x.png,.png,126,126,,e72cd9ed6c7ed8a93792f84a9b887aba0c320612
icon_setup_guide_gif@2x.png,.png,72,72,,0696b74ec02c83967b77a169e7187250952b0a13
icon_setup_guide_gif@3x.png,.png,108,108,,e723ee0c74c1818f64c2f66792ccb9f8dc1121f3
icon_setup_guide_quicksend-1@2x.png,.png,84,84,transfer,fe527bf7d1b99a55752ca7d4115e85ca97676923
icon_setup_guide_quicksend-1@3x.png,.png,126,126,transfer,d0d2e259293c56b4e8a3d678744531fa4903af35
icon_setup_guide_quicksend@2x.png,.png,72,72,transfer,f55bf6dd800eb502d87db295f2a8ff26f759da57
icon_setup_guide_quicksend@3x.png,.png,108,108,transfer,72e92d8bf422e3fe815a241ff02dfca3da5d27fe
icon_setup_guide_voice@2x.png,.png,72,72,voice,a1e8d135b457d0d65f98e93074a795e4280812db
icon_setup_guide_voice@3x.png,.png,108,108,voice,1a70acab84a994b978cd726380dce45f65f44d9a
icon_setup_hand@2x.png,.png,72,72,,39f3d073484b0fd9d1a29b0908abf5da25b89a25
icon_setup_hand@3x.png,.png,108,108,,254f2f761926659df9e51be6bcb475911a1e6257
icon_setup_hand_40@2x.png,.png,80,80,,2340be27b9876313cc6e5cf3ecb3cb84bb750143
icon_setup_hand_40@3x.png,.png,120,120,,bf5ee057662b814d34b8f75e67433d1e73e84d23
icon_setup_handedly_44@2x.png,.png,88,88,,6a6c1968e8b66723a280ec10ee43aca171cfc36b
icon_setup_handedly_44@3x.png,.png,132,132,,2b5381cb37e8e04a487538f93b501c8f9da2a38e
icon_setup_handwritten@2x.png,.png,72,72,handwriting,4f74bf7cda7032d232a0befa2c38865d47f093be
icon_setup_handwritten@3x.png,.png,108,108,handwriting,e3c6976c1e3e2752c76949095d1ae66ff6501593
icon_setup_handwritten_40@2x.png,.png,80,80,handwriting,b8c53239e4b2107d5ba98419b38d2b578d4a7748
icon_setup_handwritten_40@3x.png,.png,120,120,handwriting,ce03e8f70d9b058deb45589ce9b79d010e9fc892
icon_setup_help@2x.png,.png,72,72,,d36ee916fc4f13dd883902e27f354537dbfadd2a
icon_setup_help@3x.png,.png,108,108,,9a02ee35cdfcf11e9c7b84f5d76026d6f45c03c3
icon_setup_hotword@2x.png,.png,64,64,,233c6c76328bf70300848e25258451893ac8b6ff
icon_setup_hotword@3x.png,.png,96,96,,a4a67958e4344aac03f3f296a7418051800563b8
icon_setup_hotword_40@2x.png,.png,80,80,,8e7f50179563cf454395e945ab53f966faa43961
icon_setup_hotword_40@3x.png,.png,120,120,,925ceb5ed88acacd0ef90269a1e827fc8c0384f6
icon_setup_keyboard_44@2x.png,.png,88,88,keyboard,92f8789fa77351467548b085162f0b2edada2012
icon_setup_keyboard_44@3x.png,.png,132,132,keyboard,ff91fe5ec151d26d75e822246cf8af4a28c5d24e
icon_setup_keyboard_management 1@2x.png,.png,80,80,keyboard,58a75e67eb66cbbc7e294423db9753a0d4c101a0
icon_setup_keyboard_management 1@3x.png,.png,120,120,keyboard,27975705e5494a920ee3a8084dea8b3ed58b9408
icon_setup_keyboard_management@2x.png,.png,72,72,keyboard,c5d77b7020a0e7db386d24c9ecd0a6ca5ddea1a7
icon_setup_keyboard_management@3x.png,.png,108,108,keyboard,cc9605948705d2c85d30f0c96c65f9710522d3c1
icon_setup_language_more@2x.png,.png,72,72,,6d2b1b41afac889885aebdd44e7a0aaa462810a7
icon_setup_language_more@3x.png,.png,108,108,,277bd36cf52ceb1ad5b380b8d32b7607634056f8
icon_setup_language_pu@2x.png,.png,72,72,,21fd07152a4f18613b220e41838b9c858dbeb728
icon_setup_language_pu@3x.png,.png,108,108,,b78f8e34befb13ae7f12dbf74fd25a39fa18dc2f
icon_setup_language_ying@2x.png,.png,72,72,,dd38d5f33febd3a91260937ea4823f9a17b994db
icon_setup_language_ying@3x.png,.png,108,108,,507809ed1f65efc580ae15a25040e0588a1f504c
icon_setup_language_yue@2x.png,.png,72,72,,7251e9ddf9f094aab48e9eba06f06ad4007e9260
icon_setup_language_yue@3x.png,.png,108,108,,770155b449fd8b95246d54c149fe1ed55226a323
icon_setup_more@2x.png,.png,72,72,,1f3dd1e23b22f17644fda8c78943b9aa0a11f92f
icon_setup_more@3x.png,.png,108,108,,63f1fcb0b70d97b866597dd557e9a8716f2967e1
icon_setup_plus@2x.png,.png,72,72,,1e60812f1f09306354d0181b00d4b008bc13d525
icon_setup_plus@3x.png,.png,108,108,,4e69d6bf2c1a7fd7db5cb2ac132ef3406cf7180a
icon_setup_plus_logo@2x.png,.png,18,18,,d9ef6af414a787394ea84a523eb4e55bb08cdfb2
